web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
305245-8808,https://www.99acres.com/search/mumbai,₹ 4.60 Cr,2 BHK Apartment in Bandra West,998 sqft,Apartment,2 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,2 of 23,3,Fully Furnished,https://images.property.com/img_156.jpg,https://images.property.com/img_22.jpg,https://images.property.com/img_761.jpg,https://images.property.com/img_993.jpg,https://images.property.com/img_555.jpg
653794-5728,https://www.housingcom.com/search/bengaluru,₹ 1.30 Cr,2 BHK Apartment in Hebbal,1398 sqft,Apartment,2 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,8 of 28,1,Semi-Furnished,https://images.property.com/img_43.jpg,https://images.property.com/img_777.jpg,https://images.property.com/img_581.jpg,https://images.property.com/img_532.jpg,https://images.property.com/img_205.jpg
893738-9378,https://www.housingcom.com/search/bengaluru,₹ 48.08 L,1 BHK Apartment in Whitefield,561 sqft,Apartment,1 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 1 BHK property in Whitefield with modern amenities.,8 of 30,1,Semi-Furnished,https://images.property.com/img_81.jpg,https://images.property.com/img_214.jpg,https://images.property.com/img_812.jpg,https://images.property.com/img_743.jpg,https://images.property.com/img_902.jpg
200850-4077,https://www.nobroker.com/search/bengaluru,₹ 1.60 Cr,3 BHK Apartment in Hebbal,1737 sqft,Apartment,3 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,4 of 30,3,Unfurnished,https://images.property.com/img_890.jpg,https://images.property.com/img_398.jpg,https://images.property.com/img_719.jpg,https://images.property.com/img_120.jpg,https://images.property.com/img_823.jpg
865736-1480,https://www.housingcom.com/search/bengaluru,₹ 61.71 L,1 BHK Apartment in Koramangala,461 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,11 of 23,1,Semi-Furnished,https://images.property.com/img_47.jpg,https://images.property.com/img_49.jpg,https://images.property.com/img_116.jpg,https://images.property.com/img_879.jpg,https://images.property.com/img_165.jpg
506247-9901,https://www.nobroker.com/search/bengaluru,₹ 3.01 Cr,4 BHK Apartment in Indiranagar,2000 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,14 of 26,2,Semi-Furnished,https://images.property.com/img_849.jpg,https://images.property.com/img_767.jpg,https://images.property.com/img_856.jpg,https://images.property.com/img_665.jpg,https://images.property.com/img_801.jpg
489108-4010,https://www.nobroker.com/search/bengaluru,₹ 2.20 Cr,4 BHK Apartment in Hebbal,2424 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,8 of 16,4,Unfurnished,https://images.property.com/img_579.jpg,https://images.property.com/img_982.jpg,https://images.property.com/img_635.jpg,https://images.property.com/img_922.jpg,https://images.property.com/img_916.jpg
294673-5968,https://www.nobroker.com/search/mumbai,₹ 4.65 Cr,4 BHK Apartment in Andheri East,2256 sqft,Apartment,4 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,8 of 20,5,Unfurnished,https://images.property.com/img_483.jpg,https://images.property.com/img_748.jpg,https://images.property.com/img_441.jpg,https://images.property.com/img_817.jpg,https://images.property.com/img_502.jpg
315344-9074,https://www.magicbricks.com/search/mumbai,₹ 1.99 Cr,2 BHK Apartment in Borivali West,1052 sqft,Apartment,2 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 2 BHK property in Borivali West with modern amenities.,1 of 25,1,Fully Furnished,https://images.property.com/img_324.jpg,https://images.property.com/img_344.jpg,https://images.property.com/img_701.jpg,https://images.property.com/img_249.jpg,https://images.property.com/img_629.jpg
562830-2608,https://www.nobroker.com/search/bengaluru,₹ 74.24 L,2 BHK Apartment in Whitefield,1012 sqft,Apartment,2 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,9 of 30,3,Semi-Furnished,https://images.property.com/img_371.jpg,https://images.property.com/img_208.jpg,https://images.property.com/img_379.jpg,https://images.property.com/img_909.jpg,https://images.property.com/img_740.jpg
515954-5056,https://www.housingcom.com/search/bengaluru,₹ 1.85 Cr,4 BHK Apartment in Whitefield,2216 sqft,Apartment,4 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 4 BHK property in Whitefield with modern amenities.,2 of 18,4,Fully Furnished,https://images.property.com/img_882.jpg,https://images.property.com/img_902.jpg,https://images.property.com/img_207.jpg,https://images.property.com/img_910.jpg,https://images.property.com/img_708.jpg
912446-4234,https://www.housingcom.com/search/mumbai,₹ 2.80 Cr,3 BHK Apartment in Borivali West,1677 sqft,Apartment,3 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,7 of 28,1,Semi-Furnished,https://images.property.com/img_433.jpg,https://images.property.com/img_275.jpg,https://images.property.com/img_20.jpg,https://images.property.com/img_247.jpg,https://images.property.com/img_853.jpg
188522-9037,https://www.nobroker.com/search/bengaluru,₹ 3.57 Cr,4 BHK Apartment in Indiranagar,2524 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,12 of 19,3,Unfurnished,https://images.property.com/img_664.jpg,https://images.property.com/img_57.jpg,https://images.property.com/img_105.jpg,https://images.property.com/img_69.jpg,https://images.property.com/img_28.jpg
805338-8435,https://www.nobroker.com/search/bengaluru,₹ 2.68 Cr,3 BHK Apartment in Koramangala,1803 sqft,Apartment,3 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,15 of 21,3,Unfurnished,https://images.property.com/img_800.jpg,https://images.property.com/img_716.jpg,https://images.property.com/img_867.jpg,https://images.property.com/img_119.jpg,https://images.property.com/img_403.jpg
646742-6608,https://www.99acres.com/search/mumbai,₹ 1.35 Cr,1 BHK Apartment in Andheri East,662 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,15 of 18,2,Unfurnished,https://images.property.com/img_992.jpg,https://images.property.com/img_598.jpg,https://images.property.com/img_230.jpg,https://images.property.com/img_565.jpg,https://images.property.com/img_365.jpg
569592-1119,https://www.housingcom.com/search/mumbai,₹ 4.38 Cr,4 BHK Apartment in Powai,1808 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,9 of 30,5,Fully Furnished,https://images.property.com/img_238.jpg,https://images.property.com/img_277.jpg,https://images.property.com/img_128.jpg,https://images.property.com/img_860.jpg,https://images.property.com/img_316.jpg
265471-1630,https://www.nobroker.com/search/bengaluru,₹ 1.26 Cr,2 BHK Apartment in Hebbal,1274 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,1 of 18,3,Fully Furnished,https://images.property.com/img_844.jpg,https://images.property.com/img_913.jpg,https://images.property.com/img_654.jpg,https://images.property.com/img_478.jpg,https://images.property.com/img_614.jpg
225297-9303,https://www.nobroker.com/search/mumbai,₹ 4.85 Cr,3 BHK Apartment in Powai,1947 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,13 of 29,2,Semi-Furnished,https://images.property.com/img_456.jpg,https://images.property.com/img_94.jpg,https://images.property.com/img_124.jpg,https://images.property.com/img_228.jpg,https://images.property.com/img_367.jpg
146674-9032,https://www.99acres.com/search/bengaluru,₹ 22.78 L,1 BHK Apartment in Electronic City,452 sqft,Apartment,1 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,9 of 24,2,Fully Furnished,https://images.property.com/img_935.jpg,https://images.property.com/img_144.jpg,https://images.property.com/img_555.jpg,https://images.property.com/img_236.jpg,https://images.property.com/img_919.jpg
498244-7900,https://www.99acres.com/search/bengaluru,₹ 2.51 Cr,4 BHK Apartment in Hebbal,2480 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,8 of 17,2,Semi-Furnished,https://images.property.com/img_471.jpg,https://images.property.com/img_819.jpg,https://images.property.com/img_281.jpg,https://images.property.com/img_937.jpg,https://images.property.com/img_129.jpg
844196-2148,https://www.nobroker.com/search/mumbai,₹ 4.68 Cr,4 BHK Apartment in Borivali West,2716 sqft,Apartment,4 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,15 of 26,2,Semi-Furnished,https://images.property.com/img_3.jpg,https://images.property.com/img_189.jpg,https://images.property.com/img_51.jpg,https://images.property.com/img_156.jpg,https://images.property.com/img_848.jpg
103991-7367,https://www.magicbricks.com/search/bengaluru,₹ 1.52 Cr,2 BHK Apartment in Koramangala,1008 sqft,Apartment,2 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 2 BHK property in Koramangala with modern amenities.,2 of 24,1,Unfurnished,https://images.property.com/img_890.jpg,https://images.property.com/img_490.jpg,https://images.property.com/img_608.jpg,https://images.property.com/img_727.jpg,https://images.property.com/img_68.jpg
632298-7308,https://www.magicbricks.com/search/mumbai,₹ 3.97 Cr,4 BHK Apartment in Andheri East,1820 sqft,Apartment,4 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,2 of 26,1,Semi-Furnished,https://images.property.com/img_714.jpg,https://images.property.com/img_85.jpg,https://images.property.com/img_568.jpg,https://images.property.com/img_473.jpg,https://images.property.com/img_859.jpg
393148-1809,https://www.magicbricks.com/search/bengaluru,₹ 3.83 Cr,4 BHK Apartment in Indiranagar,2424 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,12 of 24,5,Unfurnished,https://images.property.com/img_914.jpg,https://images.property.com/img_688.jpg,https://images.property.com/img_936.jpg,https://images.property.com/img_539.jpg,https://images.property.com/img_700.jpg
130161-5016,https://www.99acres.com/search/mumbai,₹ 2.18 Cr,2 BHK Apartment in Andheri East,1172 sqft,Apartment,2 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 2 BHK property in Andheri East with modern amenities.,6 of 25,3,Unfurnished,https://images.property.com/img_881.jpg,https://images.property.com/img_931.jpg,https://images.property.com/img_634.jpg,https://images.property.com/img_95.jpg,https://images.property.com/img_535.jpg
519202-6502,https://www.housingcom.com/search/mumbai,₹ 8.06 Cr,3 BHK Apartment in Worli,1731 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,2 of 20,2,Fully Furnished,https://images.property.com/img_388.jpg,https://images.property.com/img_317.jpg,https://images.property.com/img_738.jpg,https://images.property.com/img_707.jpg,https://images.property.com/img_888.jpg
313966-1082,https://www.housingcom.com/search/mumbai,₹ 2.19 Cr,3 BHK Apartment in Thane West,1767 sqft,Apartment,3 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 3 BHK property in Thane West with modern amenities.,5 of 29,2,Fully Furnished,https://images.property.com/img_693.jpg,https://images.property.com/img_546.jpg,https://images.property.com/img_312.jpg,https://images.property.com/img_721.jpg,https://images.property.com/img_271.jpg
916004-6188,https://www.housingcom.com/search/mumbai,₹ 3.59 Cr,3 BHK Apartment in Borivali West,1980 sqft,Apartment,3 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,15 of 26,4,Semi-Furnished,https://images.property.com/img_383.jpg,https://images.property.com/img_490.jpg,https://images.property.com/img_887.jpg,https://images.property.com/img_880.jpg,https://images.property.com/img_420.jpg
295815-2807,https://www.99acres.com/search/mumbai,₹ 6.05 Cr,2 BHK Apartment in Bandra West,1358 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,5 of 30,2,Semi-Furnished,https://images.property.com/img_679.jpg,https://images.property.com/img_258.jpg,https://images.property.com/img_325.jpg,https://images.property.com/img_374.jpg,https://images.property.com/img_574.jpg
346757-3619,https://www.magicbricks.com/search/bengaluru,₹ 53.31 L,1 BHK Apartment in Whitefield,689 sqft,Apartment,1 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 1 BHK property in Whitefield with modern amenities.,14 of 23,1,Unfurnished,https://images.property.com/img_114.jpg,https://images.property.com/img_624.jpg,https://images.property.com/img_672.jpg,https://images.property.com/img_276.jpg,https://images.property.com/img_660.jpg
134820-5707,https://www.99acres.com/search/mumbai,₹ 1.09 Cr,1 BHK Apartment in Andheri East,500 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,2 of 17,2,Fully Furnished,https://images.property.com/img_803.jpg,https://images.property.com/img_832.jpg,https://images.property.com/img_346.jpg,https://images.property.com/img_30.jpg,https://images.property.com/img_144.jpg
989894-8824,https://www.magicbricks.com/search/mumbai,₹ 3.56 Cr,3 BHK Apartment in Borivali West,1980 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,7 of 19,3,Fully Furnished,https://images.property.com/img_413.jpg,https://images.property.com/img_817.jpg,https://images.property.com/img_77.jpg,https://images.property.com/img_47.jpg,https://images.property.com/img_857.jpg
160564-8653,https://www.nobroker.com/search/bengaluru,₹ 2.03 Cr,4 BHK Apartment in HSR Layout,2260 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,6 of 23,4,Fully Furnished,https://images.property.com/img_643.jpg,https://images.property.com/img_121.jpg,https://images.property.com/img_173.jpg,https://images.property.com/img_669.jpg,https://images.property.com/img_902.jpg
272354-2285,https://www.magicbricks.com/search/mumbai,₹ 3.07 Cr,1 BHK Apartment in Worli,588 sqft,Apartment,1 BHK,Ready to Move,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,12 of 29,1,Unfurnished,https://images.property.com/img_353.jpg,https://images.property.com/img_421.jpg,https://images.property.com/img_262.jpg,https://images.property.com/img_52.jpg,https://images.property.com/img_192.jpg
711202-1873,https://www.housingcom.com/search/bengaluru,₹ 1.64 Cr,3 BHK Apartment in HSR Layout,1785 sqft,Apartment,3 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 3 BHK property in HSR Layout with modern amenities.,14 of 29,2,Unfurnished,https://images.property.com/img_7.jpg,https://images.property.com/img_799.jpg,https://images.property.com/img_731.jpg,https://images.property.com/img_669.jpg,https://images.property.com/img_122.jpg
239882-2744,https://www.housingcom.com/search/bengaluru,₹ 2.49 Cr,3 BHK Apartment in Indiranagar,1563 sqft,Apartment,3 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,12 of 22,2,Unfurnished,https://images.property.com/img_477.jpg,https://images.property.com/img_777.jpg,https://images.property.com/img_357.jpg,https://images.property.com/img_900.jpg,https://images.property.com/img_259.jpg
477103-3713,https://www.housingcom.com/search/mumbai,₹ 2.43 Cr,3 BHK Apartment in Borivali West,1416 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,10 of 18,2,Fully Furnished,https://images.property.com/img_222.jpg,https://images.property.com/img_913.jpg,https://images.property.com/img_535.jpg,https://images.property.com/img_654.jpg,https://images.property.com/img_809.jpg
244782-5621,https://www.99acres.com/search/bengaluru,₹ 2.10 Cr,4 BHK Apartment in HSR Layout,2384 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,8 of 18,4,Semi-Furnished,https://images.property.com/img_610.jpg,https://images.property.com/img_296.jpg,https://images.property.com/img_878.jpg,https://images.property.com/img_737.jpg,https://images.property.com/img_660.jpg
295515-5054,https://www.housingcom.com/search/bengaluru,₹ 1.09 Cr,3 BHK Apartment in Electronic City,1986 sqft,Apartment,3 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 3 BHK property in Electronic City with modern amenities.,13 of 29,4,Semi-Furnished,https://images.property.com/img_800.jpg,https://images.property.com/img_258.jpg,https://images.property.com/img_721.jpg,https://images.property.com/img_771.jpg,https://images.property.com/img_28.jpg
286665-4825,https://www.housingcom.com/search/mumbai,₹ 4.41 Cr,3 BHK Apartment in Andheri East,2040 sqft,Apartment,3 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 3 BHK property in Andheri East with modern amenities.,7 of 28,4,Semi-Furnished,https://images.property.com/img_893.jpg,https://images.property.com/img_600.jpg,https://images.property.com/img_121.jpg,https://images.property.com/img_458.jpg,https://images.property.com/img_782.jpg
325107-6065,https://www.magicbricks.com/search/bengaluru,₹ 77.40 L,1 BHK Apartment in Koramangala,538 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,11 of 26,2,Unfurnished,https://images.property.com/img_709.jpg,https://images.property.com/img_231.jpg,https://images.property.com/img_152.jpg,https://images.property.com/img_588.jpg,https://images.property.com/img_306.jpg
637439-5887,https://www.housingcom.com/search/bengaluru,₹ 97.79 L,2 BHK Apartment in Whitefield,1228 sqft,Apartment,2 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,3 of 16,2,Fully Furnished,https://images.property.com/img_100.jpg,https://images.property.com/img_184.jpg,https://images.property.com/img_81.jpg,https://images.property.com/img_324.jpg,https://images.property.com/img_418.jpg
508192-7758,https://www.99acres.com/search/mumbai,₹ 2.48 Cr,2 BHK Apartment in Powai,908 sqft,Apartment,2 BHK,Ready to Move,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,4 of 29,3,Semi-Furnished,https://images.property.com/img_418.jpg,https://images.property.com/img_224.jpg,https://images.property.com/img_510.jpg,https://images.property.com/img_463.jpg,https://images.property.com/img_667.jpg
348592-1408,https://www.housingcom.com/search/mumbai,₹ 11.09 Cr,4 BHK Apartment in Bandra West,2532 sqft,Apartment,4 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 4 BHK property in Bandra West with modern amenities.,14 of 26,2,Fully Furnished,https://images.property.com/img_43.jpg,https://images.property.com/img_287.jpg,https://images.property.com/img_896.jpg,https://images.property.com/img_992.jpg,https://images.property.com/img_589.jpg
249073-4646,https://www.magicbricks.com/search/mumbai,₹ 4.99 Cr,3 BHK Apartment in Powai,1947 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,7 of 27,3,Fully Furnished,https://images.property.com/img_931.jpg,https://images.property.com/img_994.jpg,https://images.property.com/img_42.jpg,https://images.property.com/img_748.jpg,https://images.property.com/img_664.jpg
665461-5195,https://www.nobroker.com/search/bengaluru,₹ 1.48 Cr,3 BHK Apartment in Hebbal,1548 sqft,Apartment,3 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,11 of 16,2,Semi-Furnished,https://images.property.com/img_271.jpg,https://images.property.com/img_190.jpg,https://images.property.com/img_174.jpg,https://images.property.com/img_615.jpg,https://images.property.com/img_29.jpg
890584-4867,https://www.magicbricks.com/search/mumbai,₹ 5.81 Cr,2 BHK Apartment in Worli,1078 sqft,Apartment,2 BHK,Ready to Move,"Worli, Mumbai",A beautiful 2 BHK property in Worli with modern amenities.,15 of 22,3,Fully Furnished,https://images.property.com/img_190.jpg,https://images.property.com/img_514.jpg,https://images.property.com/img_909.jpg,https://images.property.com/img_595.jpg,https://images.property.com/img_662.jpg
553215-4171,https://www.99acres.com/search/bengaluru,₹ 2.28 Cr,3 BHK Apartment in Koramangala,1740 sqft,Apartment,3 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,14 of 30,2,Semi-Furnished,https://images.property.com/img_82.jpg,https://images.property.com/img_972.jpg,https://images.property.com/img_735.jpg,https://images.property.com/img_164.jpg,https://images.property.com/img_662.jpg
783483-6034,https://www.magicbricks.com/search/bengaluru,₹ 1.82 Cr,3 BHK Apartment in Koramangala,1368 sqft,Apartment,3 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,15 of 29,2,Fully Furnished,https://images.property.com/img_905.jpg,https://images.property.com/img_780.jpg,https://images.property.com/img_486.jpg,https://images.property.com/img_950.jpg,https://images.property.com/img_941.jpg
390451-9079,https://www.nobroker.com/search/bengaluru,₹ 1.86 Cr,4 BHK Apartment in HSR Layout,1988 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,11 of 26,4,Semi-Furnished,https://images.property.com/img_639.jpg,https://images.property.com/img_919.jpg,https://images.property.com/img_636.jpg,https://images.property.com/img_198.jpg,https://images.property.com/img_625.jpg
115455-1828,https://www.magicbricks.com/search/bengaluru,₹ 3.60 Cr,4 BHK Apartment in Koramangala,2504 sqft,Apartment,4 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,3 of 25,5,Unfurnished,https://images.property.com/img_960.jpg,https://images.property.com/img_255.jpg,https://images.property.com/img_472.jpg,https://images.property.com/img_656.jpg,https://images.property.com/img_872.jpg
580371-4813,https://www.magicbricks.com/search/mumbai,₹ 3.92 Cr,3 BHK Apartment in Andheri East,2076 sqft,Apartment,3 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 3 BHK property in Andheri East with modern amenities.,8 of 29,4,Semi-Furnished,https://images.property.com/img_289.jpg,https://images.property.com/img_679.jpg,https://images.property.com/img_350.jpg,https://images.property.com/img_251.jpg,https://images.property.com/img_110.jpg
550380-1132,https://www.housingcom.com/search/bengaluru,₹ 3.26 Cr,4 BHK Apartment in Indiranagar,2344 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,7 of 27,1,Semi-Furnished,https://images.property.com/img_111.jpg,https://images.property.com/img_971.jpg,https://images.property.com/img_946.jpg,https://images.property.com/img_639.jpg,https://images.property.com/img_146.jpg
944899-7289,https://www.99acres.com/search/mumbai,₹ 2.47 Cr,1 BHK Apartment in Bandra West,483 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,5 of 29,1,Semi-Furnished,https://images.property.com/img_326.jpg,https://images.property.com/img_912.jpg,https://images.property.com/img_185.jpg,https://images.property.com/img_469.jpg,https://images.property.com/img_751.jpg
465571-2305,https://www.housingcom.com/search/mumbai,₹ 4.24 Cr,3 BHK Apartment in Powai,1572 sqft,Apartment,3 BHK,Under Construction,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,15 of 21,3,Unfurnished,https://images.property.com/img_158.jpg,https://images.property.com/img_604.jpg,https://images.property.com/img_128.jpg,https://images.property.com/img_778.jpg,https://images.property.com/img_31.jpg
328507-4085,https://www.housingcom.com/search/bengaluru,₹ 3.43 Cr,4 BHK Apartment in Indiranagar,2432 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,11 of 26,1,Fully Furnished,https://images.property.com/img_902.jpg,https://images.property.com/img_913.jpg,https://images.property.com/img_732.jpg,https://images.property.com/img_923.jpg,https://images.property.com/img_991.jpg
992912-2391,https://www.99acres.com/search/mumbai,₹ 3.05 Cr,4 BHK Apartment in Thane West,2404 sqft,Apartment,4 BHK,Under Construction,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,8 of 24,1,Semi-Furnished,https://images.property.com/img_81.jpg,https://images.property.com/img_794.jpg,https://images.property.com/img_32.jpg,https://images.property.com/img_604.jpg,https://images.property.com/img_948.jpg
749799-1890,https://www.housingcom.com/search/bengaluru,₹ 70.86 L,1 BHK Apartment in Koramangala,516 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,11 of 24,1,Fully Furnished,https://images.property.com/img_658.jpg,https://images.property.com/img_886.jpg,https://images.property.com/img_15.jpg,https://images.property.com/img_401.jpg,https://images.property.com/img_194.jpg
485623-8437,https://www.99acres.com/search/bengaluru,₹ 2.77 Cr,4 BHK Apartment in Indiranagar,1980 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,9 of 24,3,Fully Furnished,https://images.property.com/img_950.jpg,https://images.property.com/img_277.jpg,https://images.property.com/img_975.jpg,https://images.property.com/img_302.jpg,https://images.property.com/img_235.jpg
623796-8721,https://www.magicbricks.com/search/mumbai,₹ 2.16 Cr,3 BHK Apartment in Thane West,1653 sqft,Apartment,3 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 3 BHK property in Thane West with modern amenities.,2 of 26,4,Fully Furnished,https://images.property.com/img_438.jpg,https://images.property.com/img_817.jpg,https://images.property.com/img_793.jpg,https://images.property.com/img_185.jpg,https://images.property.com/img_936.jpg
123681-2514,https://www.magicbricks.com/search/bengaluru,₹ 60.72 L,1 BHK Apartment in Hebbal,665 sqft,Apartment,1 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 1 BHK property in Hebbal with modern amenities.,11 of 19,2,Fully Furnished,https://images.property.com/img_20.jpg,https://images.property.com/img_585.jpg,https://images.property.com/img_640.jpg,https://images.property.com/img_214.jpg,https://images.property.com/img_731.jpg
165974-6949,https://www.housingcom.com/search/bengaluru,₹ 85.67 L,2 BHK Apartment in HSR Layout,1048 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,13 of 25,3,Semi-Furnished,https://images.property.com/img_522.jpg,https://images.property.com/img_341.jpg,https://images.property.com/img_94.jpg,https://images.property.com/img_515.jpg,https://images.property.com/img_539.jpg
855420-8537,https://www.nobroker.com/search/mumbai,₹ 3.36 Cr,3 BHK Apartment in Borivali West,1845 sqft,Apartment,3 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 3 BHK property in Borivali West with modern amenities.,5 of 27,3,Unfurnished,https://images.property.com/img_121.jpg,https://images.property.com/img_659.jpg,https://images.property.com/img_399.jpg,https://images.property.com/img_348.jpg,https://images.property.com/img_725.jpg
146686-9114,https://www.99acres.com/search/mumbai,₹ 8.63 Cr,4 BHK Apartment in Worli,1872 sqft,Apartment,4 BHK,Under Construction,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,10 of 29,5,Fully Furnished,https://images.property.com/img_823.jpg,https://images.property.com/img_418.jpg,https://images.property.com/img_249.jpg,https://images.property.com/img_566.jpg,https://images.property.com/img_864.jpg
953547-5924,https://www.nobroker.com/search/mumbai,₹ 1.14 Cr,1 BHK Apartment in Powai,450 sqft,Apartment,1 BHK,Ready to Move,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,13 of 30,1,Semi-Furnished,https://images.property.com/img_154.jpg,https://images.property.com/img_515.jpg,https://images.property.com/img_216.jpg,https://images.property.com/img_763.jpg,https://images.property.com/img_715.jpg
